CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G
3250390773764;rôti de porc;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Porc et dérivés, Porc, Charcuteries cuites, Rôtis de porc;128.0
3250390773726;Saucisses de Francfort;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Saucisses allemandes, Saucisses de Francfort;303.0
3250390786139;Hachis Parmentier (500 gr);Monique ranou;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Hachis parmentier;144.0
3250390866176;Lasagnes Bolognaise, 325g;Claude leger, Monique ranou;Plats préparés, Plats à base de pâtes, Lasagnes préparées, en:Meat lasagnas, Lasagnes à la bolognaise;124.0
3250390876212;Concombres sauce yaourt & ciboulette;Monique ranou;Plats préparés, Salades composées, Salades de concombres;
3250390884033;Quiche lorraine;Monique ranou,Claude Léger,Sélection Intermarché,Les Mousquetaires;Snacks, Snacks salés, Amuse-gueules, Surgelés, Plats préparés, Pizzas tartes salées et quiches, Plats préparés surgelés, Quiches, Quiches lorraines, Entrées chaudes;236.0
3250390920359;Mini saucissons secs pur porc;Monique ranou,Onno;Matières grasses, Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs, Saucissons secs pur porc;526.0
3250390911036;Mousse de foie;Monique ranou;Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Mousses salées, Mousses de foies;352.0
3250390946304;Petit salé aux lentilles vertes;Monique ranou,Intermarché;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au porc, Plats à base de lentilles, Plats préparés à réchauffer au micro-ondes, Petits salés aux lentilles;141.0
3250390977049;Jambon supérieur sel réduit;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, en:Specific products, Jambons, en:Products for specific diets, Jambons blancs, Produits à teneur réduite en sel, Charcuteries à teneur réduite en sel, Jambons blancs à teneur réduite en sel;118.0
3250391023240;Pâté de campagne supérieur;Onno,Intermarché, Monique ranou;Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Charcuteries diverses, Pâté, Pâtés de porc, Pâtés de campagne, Pâtés charcutiers;305.0
3250391068029;Tranches Fines Poitrine Nature;Monique ranou;Viandes et dérivés, Viandes, Porc et dérivés, Porc, Poitrine de porc;287.0
3250391067992;Poitrine fumée tranches fines;Monique ranou;Viandes et dérivés, Viandes, Porc et dérivés, Porc, Poitrine de porc;299.0
3250391071180;Saucisson sec le dégustation;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs;274.0
3250391117710;Tartiflette Reblochon, emmental et lardons fumes;Monique ranou;Surgelés, Plats préparés, Gratins, Gratins de pomme de terre, Plats préparés surgelés, Tartiflettes, Tartiflettes surgelées;160.0
3250391134236;Hachis parmentier pur bœuf;Monique ranou;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Plats préparés à réchauffer au micro-ondes, Hachis parmentier;97.0
3250391135158;Rillettes de poulet rôti;Monique ranou,Sélection des Mousquetaires,Les Mousquetaires;Boissons, Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Frais, Rillettes, Rillettes de viande, Rillettes françaises, Rillettes de viande blanche, Rillettes de volaille, Rillettes de poulet, Rillettes de poulet rôti, Rillettes-speciales;347.0
3250391135189;Pavé au poivre finement relevé;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucissons, Rosettes;352.0
3250391144143;Salade jambon crudités;Monique ranou;Plats préparés, Frais, Salades composées, Plats préparés frais, en:salads;
3250391156429;Emincés nature allégés en matières grasses;Monique ranou;Viandes et dérivés, Viandes, Porc et dérivés, Porc;120.0
3250391156399;Émincés fumés allégés en matières grasses;Monique ranou;Viandes et dérivés, Viandes, Porc et dérivés, Porc;127.0
3250391159987;6 Knack, Au Jambon (50 % de MG en Moins);Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Frais, Porc et dérivés, Saucisses, Saucisses françaises, Porc, Saucisses de Strasbourg, Knacks industrielles, Charcuteries allégées en matière grasse;
3250391186297;Hachis Parmentier;Monique ranou,Intermarché;Viandes et dérivés, Surgelés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Hachis parmentier;137.0
3250391191215;Lasagnes au saumon;Monique ranou;Surgelés, Plats préparés, Plats préparés au poisson, Plats à base de pâtes, Lasagnes préparées, Lasagnes au poisson, Plats au saumon, Plats préparés surgelés, Lasagnes au saumon, Lasagnes surgelées;120.0
3250391206636;Jambon avec couenne - Mon Sélection;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs, Jambons-label-rouge, Produits Label Rouge, Produits labellisés;142.0
3250391213825;2 Quiches Lorraines Lardons Fumés Français;Monique ranou,Intermarché;Plats préparés, Pizzas tartes salées et quiches, Réfrigérés, Quiches, Plats préparés réfrigérés, Quiches lorraines;286.0
3250391221974;Pate De Campagne;Onno,Intermarché, Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Charcuteries diverses, Pâté, Pâtés de porc, Pâtés de campagne;282.0
3250391222032;Terrine de lapin cuisinée à la moutarde et à l'estragon;Onno, Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Terrines, Terrines de lapin;
3250391223589;pâté de foie pur porc;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Charcuteries diverses, Pâté, Pâtés de foie;
3250391226382;Rillettes de canard;Monique ranou;Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Rillettes, Rillettes de viande, Rillettes de viande blanche, Rillettes de volaille, Rillettes de canard;396.0
3250391236725;Filet de poulet Moutarde à l'ancienne;Monique ranou;Viandes et dérivés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches;97.0
3250391239191;Terrine de canard cuisinée au Sauternes;Onno,Intermarché, Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Volailles, Canards, Terrines, Terrines de volailles, Terrines de canard;
3250391251889;Saucisson sec Petites Tranches;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs, Saucissons secs pur porc;
3250391276868;6 tomates Farcies, riz a la tomate;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Viandes et dérivés, Plats préparés, Plats préparés à la viande, Légumes préparés, Plats à base de riz, Tomates farcies et riz;100.0
3250391285457;Poêlée de Gésiers de Canard, surgelée;Monique ranou,Intermarché;Viandes et dérivés, Surgelés, Plats préparés, Plats préparés à la viande, Poêlées, Plats préparés surgelés;142.0
3250391287406;2 Tomates farcies Riz à la tomate;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Viandes et dérivés, Plats préparés, Plats préparés à la viande, Légumes préparés, Plats à base de riz, Tomates farcies et riz;137.0
3250391306206;Jambon supérieur Sans couenne;Monique ranou,intermarché,producteurs & commerçants;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;115.0
3250391308385;Blanc de poulet doré au four;Monique ranou;Viandes et dérivés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches;103.0
3250391322091;Brandade de morue parmentier;Monique ranou;Surgelés, Plats préparés, Plats préparés au poisson, Plats préparés surgelés, Brandades de morue, Brandades de morue parmentière, en:preparations-made-from-fish-meat;143.0
3250391337361;La Chiffonnade Rosette;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Porc et dérivés, Charcuteries diverses, Saucissons, Porc, Rosettes;360.0
3250391343010;Jambon supérieur avec couenne;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;149.0
3250391343041;Mon Gourmand - Jambon cuit de qualité supérieure avec couenne;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;149.0
3250391343072;Mon gourmand, jambon découenné dégraissé;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;109.0
3250391342983;Mon gourmand, jambon avec couenne;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;149.0
3250391342891;Cervelas - pur porc;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Cervelas;
3250391343102;Jambon supérieur sans couenne;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;113.0
3250391343133;Mon gourmand, jambon découenné dégraissé;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Frais, Jambons, Jambons blancs, Charcuteries cuites;112.0
3250391390526;Classic Cheeseburger;Monique ranou;Frais, Sandwichs, Cheeseburgers;236.0
3250391412822;Mini chorizo fort;Monique ranou;Viandes et dérivés, Charcuteries, Saucissons, Chorizo;461.0
3250391459674;Choucroute garnie;Claude Léger, Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Plats préparés, Légumes et dérivés, Légumes fermentés, Choucroutes, Plats préparés en conserve, Choucroutes garnies;88.0
3250391135431;Gressins au sésame à l'huile d'olive - Croquants;Netto;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Pains, Gressins;466.0
3250391492909;Compote de pomme allégée en sucres;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme;64.0
3250391464333;Mini Ketchup;Bouton d'or;Condiments, Sauces, Sauces tomate, Ketchup, en:groceries;105.0
3250391463718;Mayonnaise;Bouton d'or;Condiments, Sauces, Mayonnaises, Mayonnaises de Dijon, en:groceries;647.0
3250391468454;Carottes Râpées;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Légumes et dérivés, Légumes préparés, Carottes, en:Carrot salads, Carottes râpées, Carottes râpées assaisonnées;65.0
3250391468423;Carottes râpées;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Légumes et dérivés, Frais, Légumes préparés, Carottes, Plats préparés frais, Carottes râpées;72.0
3250391466399;Kit pour Enchiladas;Itinéraire des Saveurs,Intermarché;Kits repas;253.0
3250391468942;Piémontaise au jambon supérieur & tomates fraîches;Monique ranou;Viandes et dérivés, Plats préparés, Salades composées, Plats préparés à la viande, Plats au porc, Plats à base de pommes de terre, Salades de pommes de terre, Salades piémontaises, Salades piémontaises au jambon, en:salads;103.0
3250391468973;Quenelles lyonnaises nature;Itinéraire des Saveurs, Itineraire de nos regions;Plats préparés, Frais, Plats préparés frais, Quenelles, Quenelles nature;246.0
3250391468829;Celeri remoulade bio, la barquette de;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Frais, Légumes préparés, Plats préparés frais, Céleris Rémoulade;142.0
3250391468850;Coleslaw sauce douce;Monique ranou;Snacks, Snacks salés, Amuse-gueules, Plats préparés, Salades composées, Coleslaw, en:salads;97.0
3250391468515;Céleri rémoulade;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Légumes préparés, Céleris Rémoulade;141.0
3250391470389;Craquilles saveur fromage de chèvre;Bouton d'or;Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs, Biscuits apéritifs soufflés, Biscuits apéritifs soufflés à base de maïs;510.0
3250391469000;Taboulé aux raisins bio;Monique Ranou;Plats préparés, Frais, Plats à base de semoule, Plats préparés frais, Taboulés, Taboulés orientaux, Taboulés frais;177.0
3250391473298;Le Maxi Bacon Burger;Monique ranou,Sélection Intermarché,Les Mousquetaires;Viandes et dérivés, Plats préparés, Frais, Sandwichs, Plats préparés à la viande, Plats au bœuf, Plats préparés frais, Plats au porc, Hamburgers;243.0
3250391473267;Mon snack Hot Dog emmental & sauce moutarde;Monique ranou;Sandwichs, Hot-dogs;299.0
3250391487110;olives dénoyautées herbes de Provence;Netto;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pickles, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives vertes, Olives dénoyautées, Olives vertes dénoyautées;
3250391478958;Jus d'ananas;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits à base de concentré, Jus d'ananas;55.0
3250391493494;24 Mini Goûter Crok choco  168G - P'tits Prods;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés;
3250391497485;Yaourt Onctueux Arôme Naturel Vanille;Pâturages,Intermarché;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts brassés, Yaourts vanille;89.0
3250391502837;Pâté de Tête recette persillée;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Charcuteries diverses, Pâté, Pâtés de tête;225.0
3250391504220;Veloute  chanterelles et bolets;Saint eloi;Plats préparés, Soupes, Veloutés;
3250391505418;Jungle  Caramel Chocolat;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales au caramel;398.0
3250391511877;4 mini gratins petits légumes;Saint eloi,Intermarché,Sélection Intermarché;Surgelés, Plats préparés, Gratins, Gratins de pomme de terre, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Gratins de légumes;109.0
3250391507559;Provençale aux légumes cuisinés;Fiorini;Conserves, Condiments, Sauces, Sauces tomate, Sauces provençales, en:groceries;
3250391517725;Ids Aligot De L Aubrac;Itineraire de nos régions;Plats préparés, Aligots, en:Plats préparés;189.0
3250391517756;Petit Pouligny Saint Pierre AOP, le fromage de;Paturages,itinéraire des saveurs, Itineraire de nos regions;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages de chèvre, Fromages au lait cru, Fromages à pâte molle à croûte naturelle, Pouligny-Saint-Pierre;274.0
3250391517695;Fromage de chèvre Picodon AOP;Paturages, Itinéraire des Saveurs, Itineraire de nos regions;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages de chèvre, Fromages à pâte molle à croûte naturelle, Picodon;309.0
3250391521333;Maxi moelleuse - pizza royale;Fiorini;Surgelés, Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas et tartes surgelées, Pizzas surgelées, Pizzas royales;220.0
3250391520831;Olives noires dénoyautées;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pickles, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives noires, Olives dénoyautées, Olives noires dénoyautées;124.0
3250391522491;Olives vertes à la farce de poivron;Bouton d'or,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pickles, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives vertes, Olives farcies, Olives vertes farcies, Olives vertes farcies au poivron;151.0
3250391522439;Olives vertes à la farce d'anchois;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pickles, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives vertes, Olives farcies, Olives vertes farcies, Olives vertes farcies à l'anchois;162.0
3250391531592;Garniture bouchée à la reine, volaille champignons;Claude Léger, Monique ranou;Garnitures;129.0
3250391530663;100% Pur Jus Pressé 3 AGRUMES AVEC PULPE;Paquito,Sélection Intermarché;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Jus multifruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus, en:Orange-based juices;35.0
3250391531875;Sélection Ananas Passion d'Amérique Latine;Paquito, Itineraire des saveurs;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, en:Pineapple-Passionfruit juices;53.0
3250391531691;Pâtes feuilletées spécial epiphanie;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées;393.0
3250391533275;Veloute 8 legumes et creme;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Veloutés de légumes;
3250391535149;Paupiettes de veau;Jean roze;Viandes et dérivés, Viandes, Viandes de veau, Paupiette de veau;210.0
3250391535583;Paturette - crème dessert chocolat noir;Pâturages;Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées, Crèmes dessert chocolat noir;121.0
3250391535460;Fusilli Box Fromage;Monique ranou;Plats préparés, Frais, Plats à base de pâtes, Plats préparés frais, Pâtes instantanées, Plats préparés à réchauffer au micro-ondes, Box, Fusilli aux fromages;174.0
3250391535439;Penne carbonara mon snack;Monique ranou;Plats préparés, Plats à base de pâtes, Pâtes instantanées, Plats préparés à réchauffer au micro-ondes, Box;194.0
3250391538850;Paquito cranberry;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons avec sucre ajouté;50.0
3250391540334;Creme dessert;Pâturages;Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées;128.0
3250391544264;Boisson fraise framboise à l'eau de source;Look;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons avec sucre ajouté;34.0
3250391544417;Noix De Pécan Grillées & Salées, Le Sachet De 100g;Bouton d'or,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Snacks salés, Fruits à coques et dérivés, Fruits à coques, Noix de pécan, Noix de pécan grillées;737.0
3250391546534;Mozzarella râpée;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages italiens, Fromages à pâte filée, Mozzarella, Fromages râpés, Mozzarella râpée;325.0
3250391546565;Préparation pour Moelleux au chocolat;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Aides culinaires, Aides à la pâtisserie, en:Baking Mixes, Préparations pour desserts, Préparations pour gâteaux;
3250391546299;Sablés fourrage cacao;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits secs, Biscuits sablés;512.0
3250391546329;Sablés fourrage noisette;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Biscuits secs, Biscuits sablés;499.0
3250391550623;Spaghetti 1 Kg;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes sèches;
3250391550654;Fusilli (Pâtes de qualité supérieure);Fiorini,Sélection des Mousquetaires,Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Fusilli;359.0
3250391550531;Tagliatelles;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Spaghettis de blé dur, Tagliatelles;
3250391550562;Spaghetti 1 Kg;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Spaghettis de blé dur, Linguine;
3250391550593;Spaghetti 1 Kg;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Spaghettis de blé dur;
3250391553525;Ranou Roti Porc 6TR;Monique ranou;Viandes et dérivés, Viandes, Porc et dérivés, Porc, Rôtis de porc;128.0
3250391554447;Vinaigrette légère, vinaigre de cidre et échalotes;Bouton d'or;Condiments, Sauces, Sauces salades, Vinaigrettes, Vinaigrettes allégées en matières grasses, en:groceries;390.0
3250391554713;Crème entière fluide;Pâturages;Produits laitiers, Crèmes, Crèmes UHT, Crèmes liquides, Crèmes entières;292.0
3250391554119;bâtonnet chocolat blanc;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits bâtonnets au chocolat, Bâtonnets au chocolat blanc;
3250391554416;Vinaigrette légère, vin rouge et oignons rouges;Bouton d'or,Intermarché, Intermarché;Condiments, Sauces, Sauces salades, Vinaigrettes, Vinaigrettes allégées en matières grasses, en:groceries;373.0
3250391559152;Raclette au lait pasteurisé en tranches, nature;Intermarché, FE P&C;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Raclettes;1449.0
3250391560257;Jambon de Paris avec couenne;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;154.0
3250391560288;Jambon de paris sans couenne;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;110.0
3250391560073;Jambon sup dd tsr 2t 80g;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, en:Specific products, Jambons, en:Products for specific diets, Jambons blancs, Produits à teneur réduite en sel, Charcuteries à teneur réduite en sel, Jambons blancs à teneur réduite en sel;109.0
3250391559695;Nappage chocolat;Chabrior;Aides culinaires, Nappages;336.0
3250391571086;100% Pur Jus pressé Orange sans pulpe;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus;41.0
3250391567539;Lait de suite;Pommette, Paturages;Aliments pour bébé, Laits pour bébé;
3250391563494;, Boudin blanc de volaille au Porto, les 3 boudins de;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Poissons et viandes et oeufs, Abats, Produits tripiers, Boudins, Boudins noirs, Boudins blancs, Boudin noir sauté;316.0
3250391571581;Jus multifruits 100% pur jus;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus;45.0
3250391587254;Ktipiti;Itinéraire des Saveurs,Intermarché,Capitaine Cook;Condiments, Produits à tartiner, Produits à tartiner salés, Sauces, Trempettes, Ktipiti;145.0
3250391584628;Yaourt pur brebis vanille;Pâturages,Intermarché;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts vanille, Yaourts au lait de brebis;85.7457
3250391585441;Paquito Fraise;Paquito, Les creations;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars de fraise;42.0
3250391589418;Saucisses de veau boyaux naturels;Jean Rozé,Intermarché;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Viandes de veau, Saucisses de veau;
3250391587698;Financiers aux Amandes;Chabrior,Intermarché;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Financiers;459.0
3250391590377;Riz de Camargue au lait 4 x 115 g;Paturages;Desserts, Frais, Puddings, Riz au lait, Riz au lait saveur vanille;100.0
3250391590711;Cœurs de céleris;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Aliments à base de fruits et de légumes, Plantes condimentaires, Légumes et dérivés, Légumes tiges, Céleri, en:groceries, Coeurs de céleri;10.0
3250391590599;Anchois entiers à l'huile d'olive vierge extra;Capitaine cook;Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Anchois, Anchois en conserve;274.0
3250391591947;Vinaigrette échalote;Bouton d'or,Intermarché;Condiments, Sauces, Sauces salades, Vinaigrettes, Vinaigrettes allégées en matières grasses, en:groceries;249.0
3250391594245;Huile d'olive vierge extra bio;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive vierges;900.0
3250391592739;Les Minis Cakes aux Fruits;Chabrior;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Cakes aux fruits;382.0
3250391592876;Chips nature bio;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre à l'huile de tournesol;543.0
3250391592302;Jambon cru grandes tranches;Monique ranou,Sélection Intermarché;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, en:raw-cured-ham;239.0
3250391599226;Mon Rôti de Bœuf;Monique ranou;Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Rôti de boeuf;115.0
3250391616114;Jambon cru fumé de la Forêt Noire;Itinéraire des saveurs;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons crus, Jambons crus fumés, Jambons de la Forêt Noire, en:raw-cured-ham;237.0
3250391612604;Amandes grillées goût fumé;Bouton d'or;Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs;635.0
3250391623617;Moussaka (Aubergines et viande de bœuf cuisinée);Itineraire des saveurs;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Moussaka;137.0
3250391636945;Assortiment de charcuterie;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Assortiment de charcuterie;229.0
3250391635252;Biscuits fourrés fraise GOUTAK;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits fourrés;405.0
3250391640393;Nuggets aux filets de poulet;Volaé;Viandes et dérivés, Viandes, Poulet et dérivés, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet;198.0
3250391640379;Chicken Nuggets au filet de poulet;Volaé;Viandes et dérivés, Viandes, Poulet et dérivés, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet;
3250391640263;Tarama aux oeufs de truite;Capitaine Cook, Les Créations;Produits de la mer, Produits à tartiner, Produits à tartiner salés, Taramas, Taramas aux oeufs de truite;
3250391640829;biscuit sablichoc chocolat;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat;509.0
3250391640768;Galettes bretonnes pépites de chocolat;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits sablés;
3250391648269;Flageolets à l'Auvergnate - Cuisinés aux lardons;Claude Léger,Sélection Intermarché,Les Mousquetaires, Monique ranou;Conserves, Plats préparés, Plats préparés en conserve;
3250391641932;Mouliné Légumes Variés;Saint eloi,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes;
3250391649174;Pesto Rosso;Fiorini,Sélection des Mousquetaires,Les Mousquetaires;Conserves, Condiments, Sauces, Sauces pour pâtes, Sauces Pesto, Sauces Pesto Rosso, en:groceries;304.0
3250391649280;Pain de mie nature bio;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie;286.0
